log_file,model_name,crash_reason,run_status,hw_num_cores,hw_systolic_throughput_GFLOPS,hw_spad_size_KB,hw_accumulator_size_KB,hw_dram_bandwidth_GBs,hw_tensor_parallelism,hw_pipeline_parallelism,model_num_layers_total,model_num_sim_layers,model_weight_size_GB,model_has_l2,model_scheduler,mem_total_GB,mem_weight_GB,mem_kv_cache_GB,mem_activation_GB,timing_total_cycles,timing_total_us,timing_total_compute_cycles,timing_wall_clock_seconds,timing_model_init_seconds,timing_total_tiles,timing_tiles_per_second,timing_cycles_per_wall_sec,compute_total_GFLOPs,compute_effective_TFLOPS,compute_avg_systolic_util_pct,compute_avg_pe_util_pct,compute_avg_memory_idle_pct,compute_avg_core_idle_pct,compute_gemm_memory_bound_pct,compute_gemm_avg_arithmetic_intensity,core_avg_systolic_array_util_pct,core_avg_pe_util_pct,core_avg_vector_unit_util_pct,core_avg_memory_idle_pct,core_avg_core_idle_pct,core_avg_matmul_active_cycles,core_avg_total_cycles,core_avg_tiles_finished,core_avg_instructions_executed,core_avg_instructions_per_tile,core_avg_systolic_inst_issue,core_avg_systolic_preload,sram_total_hits,sram_total_misses,sram_hit_rate,sram_avg_bytes_req,sram_avg_bytes_rcv,acc_sram_total_hits,acc_sram_total_misses,acc_sram_hit_rate,icnt_core_to_icnt_GBs,icnt_icnt_to_core_GBs,icnt_icnt_to_mem_GBs,icnt_mem_to_icnt_GBs,dram_num_channels,dram_avg_bw_utilization_pct,dram_total_reads,dram_total_writes,dram_avg_row_hit_rate_pct,dram_avg_row_miss_rate_pct,dram_avg_row_conflict_rate_pct,dram_avg_memory_system_cycles,dram_avg_read_requests,dram_avg_write_requests,l2_num_banks,l2_num_ways,l2_num_sets,l2_overall_hit_rate,l2_overall_miss_rate,l2_cache_util_pct,l2_total_hits,l2_total_misses,l2_total_evictions,l2_total_writebacks,l2_min_bank_hit_rate,l2_max_bank_hit_rate,l2_hit_rate_variance,hist_total_bytes,hist_total_count,hist_avg_object_size,hist_num_size_classes,hist_top1_size_bytes,hist_top1_total_bytes,hist_top1_bytes_pct,hist_top2_size_bytes,hist_top2_total_bytes,hist_top2_bytes_pct,layer_gemm_cycles,layer_gemm_count,layer_gemm_pct,layer_attention_cycles,layer_attention_count,layer_attention_pct,layer_ffn_fc1_cycles,layer_ffn_fc2_cycles,layer_QKV_projection_cycles,layer_attn_projection_cycles,layer_mamba_in_proj_cycles,layer_mamba_x_proj_cycles,layer_mamba_dt_proj_cycles,layer_mamba_out_proj_cycles,layer_mamba_ssm_cycles,layer_elementwise_mul_cycles,layer_elementwise_add_cycles,layer_elementwise_exp_cycles,layer_other_cycles,mamba_num_steps,mamba_steps_crashed
mamba-130m-b2_[7_steps],,,ok,4,131072.0,32768,4096,614.0,,,,,,false,,,,,,2512008007,2512008,56000,85909.946257,0.217149,694925,12.628956,43626.0,149.912446,0.0,8.86,0.06,95.897929,42.2396,100.0,0.9991,8.86,0.06,0.0,95.897929,42.2396,396.0,640001.0,43.75,559.5,12.789286,408.0,408.0,45127288,8080204886,0.005554,13271864.0,13290296.0,873620,704771964,0.001238,0.0,0.0,0.0,0.0,16,15249487094.428572,411679208,951306,75.867886,1.227171,22.904929,768308.0,103657.06,239.56,,,,,,,,,,,,,,4159877436166848,6601175966,630172.18,11.0,786432,3683948068601856,88.5591,393216,230246754287616,5.5349,1209520000,39710,48.15,0,0,0.0,0,0,0,0,0,0,0,0,0,254144000,63536000,0,984804036,7,0
opt-125m_[7_steps],opt-125m,,ok,4,131072.0,32768,4096,614.0,1,1,1,1,0.09,false,Simple Language scheduler,0.09,0.09,0.0,0.0,1209224007,1209224,168000,32026.307612999997,0.053814,158840,8.70496,60670.0,0,,5.970357,0.035,97.536686,74.106886,,,5.970357,0.035,0.01,97.536686,74.106886,108.0,288001.0,10.0,198.0,32.904643,114.0,114.0,222162640,617703256,0.264522,3560448.0,3565056.0,2287680,420921406,0.005406,0.0,0.0,0.0,0.0,16,10565840611.0,127301384,190618,92.534729,0.100857,7.3644,345739.0,27831.0,48.0,,,,,,,,,,,,,,731102456008704,2039683632,358439.14,570.714286,786432,460493508575232,62.9862,196608,230275745316864,31.4971,0,0,0.0,383364029,3971,50.14,190608000,190608000,158724036,190604029,0,0,0,0,0,0,0,0,0,7,0
